film_title,category,plot
Teksas Katliamı,Korku,"Gerçek olaylara dayanan bu korku hikayesi, türünde birçok filme öncülük etti ve hala tüm zamanların en iyi korku filmleri arasında gösteriliyor. Tobe Hooper’ın yönettiği filmde Sally ve Frank kardeşler, arkadaşlarıyla beraber çocukluklarının geçtiği evi ziyarete giderler. Fakat beş genç, insan yiyen bir ailenin eline düşer ve onlar için bitmek bilmeyen bir kabus başlar."
Yapay Zeka,"Dram, Bilim-Kurgu, Macera","Yakın gelecekte, özellikle annesine karşı sonsuz bir sevgi besleyen ve hakiki insani duyguları olan robot David, gerçek oğlu şifasız bir hastalık yüzünden ""kriyo-staz"" konumuna giren Monica tarafından evlatlık edinilir. Monica ve kocasıyla mutlu bir şekilde yaşayan David'in hayatı, çiftin gerçek oğlunun iyileşerek eve dönmesiyle dramatik bir şekilde değişir. Brian Aldiss'in ""Super-Toys Last All Summer Long"" adlı kısa hikayesinden esinlenen bu filmin yönetmeni Steven Spielberg."
Cehennem Melekleri 2,"Aksiyon, Macera, Gerilim","Cehennem Melekleri geri dönüyor! Ama bu kez sorunları daha kişisel…  Barney Ross (Sylvester Stallone), Lee Christmas (Jason Statham), Yin Yang (Jet Li), Gunnar Jensen (Dolph Lundgren),Toll Road (Randy Couture) ve Hale Caesar (Terry Crews), ekibe yeni katılan Billy the Kid (Liam Hemsworth) ve Maggie (Yu Nan) ile birlikte Mr. Church (Bruce Willis) basit gibi görünen bir iş için çağırdığında yeniden bir araya geliyor. Verilen görev Barney ve eski usul paralı askerlerden oluşan ekibi için kolay bir kazanç fırsatı gibi görünüyor. Ancak işler yolunda gitmiyor ve içlerinden biri öldürülüyor. Bunun üzerine Cehennem Melekleri düşman bölgesinde arkadaşlarının intikamını almaya karar veriyor. Zıt güçler aracılığıyla hasarın karşılığını veriyor ve tam zamanında beklenmedik bir tehdidi durduruyor. Ancak bütün bunlar kardeşlerini acımasız bir şekilde öldüren düşmanlarını adaletle tanıştırma istekleriyle karşılaştırılamıyor bile. Bunu da Cehennem Melekleri tarzında gerçekleştiriyorlar..."
Bad Sister,"Gerilim, TV film","Rahibe kılığına girmiş olan Sophie, katolik okulunda yaşanmakta olan olayları izleyicilere aktarmaktadır. Rahibenin kardeşine aşık olan Zoe, her fırsatta ona olan bu ilgisini dile getirmektedir. Ancak Sophie’de kardeşine karşı ilgi duymaktadır. Bunun yanı sıra onun aynı zamanda garip davranışlar sergilediğini de gözlemlemektedir. Ancak etrafındaki hiç kimse ona bu konuda inanmamaktadır. Bunun en önemli nedeni ise rahibe Sophia’nın söylediği her sözün, onun söylediklerinden daha inandırıcı ve daha etkili olmasıdır."
Addams Ailesi,"Komedi, Fantastik","Addams ailesinin kötü kalpli avukatı çok yüklü miktarda para borçlu olduğu tefecisinin üvey oğlunun ailenin 25 yıldır kayıp olan Fester Amcası’na benzediğini öğrendiğinde, Addams ailesinin parasını almak için onu Fester Amca gibi aileye tanıştırır. Sahte amca bu garip aileye hemen uyum sağlasa da Addams ailesinin küçük kızları Wednesday’in “yeni” Fester amcası hakkında bazı şüpheleri vardır."
Ocean's 8,"Suç, Komedi, Aksiyon","Danny Ocean'ın kız kardeşi Debbie, 5 yıl süren bir hapis döneminden sonra yine akıllanmaz ve eski ""ihtişamlı"" günlerine geri dönmeyi ister. New York City'de düzenlenecek olan MET Ball gala gecesinde Daphne Kluger'a, Cartier tarafından ""ödünç verilmiş"" 150 milyon dolarlık gerdanlığını çalmayı planlar ve bunun için de Lou, Rose Weil, Nine Ball, Tammy, Amita ve Constance ile tamamı kadınlardan oluşan bir ekip kurar."
Çin Seddi,"Aksiyon, Macera, Fantastik","Uzak Asya'ya, barutu bulup Avrupa'ya götürebilmek amacıyla giden kervan önce bir çetenin, sonra da bilmedikleri bir canavarın saldırısına uğrayınca sadece William Garin ve Pero Tovar hayatta kalır. İkili daha sonra Çinli askerler tarafından yakalanır. Burada, karşılaştıkları canavarın ""taotie"" adlı çok güçlü ve aynı zamanda akıllı bir yaratığa ait olduğunu, her 60 yılda bir Çin Seddi'ne saldırdıklarını ve yakın zamanda gelmesi beklenen yeni bir saldırı için hazırlıklar yapıldığını öğrenirler. Canavarın bir elini kılıcıyla koparmayı başarmış William, hem savunma hattına yardımcı olmaya çalışacak, hem de buralara asıl gelme amacı olan barutu ele geçirme düşüncesini aklından çıkarmayacaktır."
Kara Büyü,"Korku, Gizem",Yaşlı bir Japon'nun Güney Kore'de küçük bir köye taşınmasından kısa bir süre sonra gizemli bir hastalık köyde yayılmaya başlar. Bir süre sonra soruşturmanın başında yer alan polis memurunun da kızı aynı belirtilerle hastalanır. Polis memurunun kızını kurtarması için gizemi en kısa sürede çözmekten başka şansı yoktur.
Saate Karşı,Komedi,"En yakın arkadaş ve aynı zamanda ev arkadaşı olan Dreux ve Alyssa ""Saate Karşı"" bir gün geçireceklerdir. Alyssa'nın erkek arkadaşının kira paralarını çarçur ettiğini öğrendiklerinde ikili, evden atılmamak ve arkadaşlıklarını korumak için zamanla yarışarak komik bir yola girer."
Göster Gününü,"Aksiyon, Suç","Lise öğrencisi Dave Lizewski, sıkı bir çizgi roman fanatiğidir. Günün birinde okuduğu çizgi romanlardaki süper kahramanlar gibi olmaya karar verir. Ancak ortada  sorun vardır: Dave'in süper kahraman olması için gereken süper güçleri yoktur. Dahası onun yardımını gerektiren bir olayda mevcut değildir."
Babasının Oğlu,"Komedi, Dram","Dony'nin daha gençliğinin baharında bir oğlu olmuştur. Oğlu Todd'u 18. yaş gününe kadar yalnız başına büyütmüştür. Todd ile babası daha sonra uzun yıllar görüşmezler. Ancak, davet etmediği babası düğününün arefesinde aniden ortaya çıkınca Todd'un dünyası alt üst olacaktır. Oğluyla ilişkisini yeniden canlandırmaya çalışan Donny kötü bir baba oluşunun sonuçlarıyla uğraşmak zorunda kalır..."
Ejder Topu Z: Bardock - goku ' nun Babası,"Animasyon, Aksiyon, Bilim-Kurgu, Dram, Fantastik","Son Goku'nun babası Bardock, az önce gördüğü bir gezegendeki son kalan yabancı tarafından geleceğe bakma yetkisi verilen düşük dereceli bir Saiyan askeri. Yarışın yıkımına tanıklık ediyor ve şimdi Frieza'nın yaklaşan katliamını durdurmak için elinden geleni yapmalı."
RoboCop,"Aksiyon, Gerilim, Bilim-Kurgu","Artık kasabada yeni bir kanun adamı var. O yarı insan yarı makine! ""Temel İçgüdü""nün yönetmeninden, yüksek teknoloji ürünü, adalet için savaşan bir polisin maceralarını anlatan muhteşem bir bilim kurgu klasiği. İyi ve başarılı bir polis görev sırasında bir patlamaya maruz kalır. Yeni bir buluş üzerinde çalışan bilim adamları ve doktorlar bu polisi Robocop adında durdurulamayan suç savaşcısı bir cyborg haline getirir..."
Uzaydan Gelen Fırtına,"Aksiyon, Bilim-Kurgu, Gerilim","Gezegende eşi benzeri görülmemiş doğal afetler yaşanmasının ardından, dünya liderleri, karmaşık bir uydu network'ü yaratarak, iklimi kontrol etmek ve böylece insanların güvenliğini sağlamak üzere bir araya gelirler. Ama, bir şeyler ters gider ve Dünya'yı koruması için yapılan sistem ona saldırmaya başlar. Dünya çapında bir manyetik fırtına her şeyi ve herkesi yok etmeden önce, gerçekte ne olduğunu ortaya çıkarmak için zamana karşı yarış başlamıştır."
Günah Şehri,"Suç, Aksiyon","Marv, aşık olduğu kadınla ilk kez bir geceyi beraber geçirdikten sonra ne yazık ki ertesi sabah onun, yanı başında öldüğünü görür. Ancak konumları gereğince söz konusu cinayetin esas zanlısı pozisyonuna düşen Marv, polis tarafından aranırken kendisi de esas katilin peşine düşmüştür. Bir yandan kaçıp diğer yandan kovalarken yeterince zor bir işin içine girmiştir bile."
Moonfall,"Bilim-Kurgu, Macera, Aksiyon","Moonfall'da bilinmeyen nedenlerle, Ay yörüngesinden sapar ve Dünya'ya doğru yönelmeye başlar. Dünya'nın yerçekimi ve tüm fizik yasaları bozulur. Büyük tsunamiler, depremler, volkanik patlamalar ve iklimlerdeki büyük değişiklikler de dahil olmak üzere akla hayale gelmeyecek felaketler nedeniyle dünya, korku ve kaosa sürükleniyor. Eski NASA astronotu Jo Fowler (Halle Berry) bu durumu çözebileceğini ve çarpışmanın engellenebilir olduğunu düşünür.  Ancak iş arkadaşlarından yalnızca biri (Patrick Wilson) ona inanır. Acil bir durumda, konuyla ilgili uzman olmayan bir grup bilim insanı, yeryüzündeki yaşamın sonu gelmeden Ay'a gidip çarpışmayı önleme görevini kabul eder. Ama oraya vardıklarında Ay'ın, sandıkları gibi Dünya'nın etrafında dönen dev bir kayadan ibaret olmadığını anlayacaklar."
Ayı Paddington,"Komedi, Macera, Aile","Perulu genç bir ayı, teyzesi Lucy tarafından büyütülür ve teyzesinin emekli ayılar için kurulan bir evde yaşamaya başlaması nedeniyle kendisine yeni bir ev bulmaya karar verir. “İngiliz” olan her şeye karşı ilgi duyan sevimli ayıcık, kendisine bir yuva bulmak için bir geminin cankurtaran botuna binip soluğu Londra’da alır. Fakat Paddington İstasyonu'nda kaybolup tek başına kalınca, şehir hayatının hiç de beklediği gibi olmadığını anlayacaktır. Bu durum istaasyonda karşılaştığı Brown ailesinin ona evlerini açmasına kadar sürer. Son derece iyi niyetli bir aile olan Brownlar, ayıcığın boynunda yazan 'Lütfen bu ayıcıkla ilgilenin. Teşekkürler.' notuyla karşılaşıp kahramanımızı geçici olarak aileye kabul ederler. Hatta ona karşılaştıkları istasyon olan ""Paddington"" ismini koyarlar. Sevimli ayıcık tam şansının yaver gittiğini düşünürken kendisinin nadir bulunan bir ayı türü olduğunu düşünen bir hayvan doldurma sanatçısıyla karşılaşınca işler karışır."
Hız Tuzağı,"Aksiyon, Gerilim",Howard fidye istemek için bombalı saldırılar düzenleyen polis tarafından aranılan bir suçludur.Bir otobüse yerleştirdiği özel bombayla yine fidye istemektedir.Genç bir polis memuru olan Jack hızı 80 km altına düşerse içinde bomba patlayacak olan otobüsün içindekileri kurtarmakla görevlendirilmiştir..Ona yardım edecek olan kişiyse otobüs şöförünün yerine geçmek zorunda kalan ve ehliyeti aşırı hız nedeniyle alınmış olan Annie'dir.
Pocahontas,"Macera, Animasyon, Aile, Romantik","Muhteşem Disney Klasikleri'nin gerçek ruhu, müzik, eğlence, macera ve güzel mi güzel animasyonla dolup taşan bu olağanüstü filmde kendini gösteriyor.  Cesaret ve arkadaşlığın bu efsanevi hikayesi, Pocahontas'ın, yani özgür ruhlu prensesin, bir gemi dolusu gizemli İngiliz göçmeni izlemesiyle başlar. Rakun Meeko ve Sinekkuşu Flit ile birlikte Pocahontas ve Kaptan Smith arasında çok güçlü bir arkadaşlık başlar. Ancak birbirinden çok farklı iki kültür arasındaki gerilim tırmanya başladığında Pocahontas, herkesin barış içinde yaşaması için bir yol bulmak zorundadır. Tek çözüm Söğüt Nine'ye gidip, akıl danışmaktır."
Neon Genesis Evangelion: Evangelion'un Sonu,"Animasyon, Bilim-Kurgu, Aksiyon, Dram","Gendo, kontrolü altında Üçüncü Çarpma'yı ve Tamamlama'yı tetikleyemeden önce Seele, Eva'ları yok etmek amacıyla Nerv'e topyekûn saldırı düzenler."
Arınma Gecesi: Anarşi,"Korku, Gerilim","Yılda sadece bir gece boyunca tüm suçların serbest olduğu bir dünyada geçen film, Arınma Gecesi öncesi çocuklarıyla birlikte eve dönen bir çiftin gerilimini beyazperdeye taşıyor. Güvenli evlerine ulaşmaya çalışan ailenin benzini yolda biter. Tam da bu esnada oğlunu öldüren adamdan intikam almak için Leo sokaklara çıkmıştır. Bir anne ise kızıyla birlikte yağmalanan evinden canını zor kurtarır. Los Angeles.'ın bu en haşin gecesinde hayatta kalmaya çalışan 5 kişinin yolu kesişecektir..."
Zor Kazanç,"Komedi, Suç, Aksiyon","Daniel Lugo ve en yakın arkadaşı Adrian Doorbal Florida'da yaşamakta ve vücut geliştirme salonunda antrenör olarak çalışmaktadır. Her gün bir diğerinin aynı olan bir hayat süren ikili, spor salonundaki sinir bozucu düzenden ve düşük maaşlarından usanmıştır. Kendi Amerikan Rüyaları’nın peşinden gitmeye karar veren ekip, hali hazırda suçlu olduklarına inandıkları zengin bir müşterilerini kaçırıp, işleri de kılıfına uydurarak zengin olmanın planını kurarlar. Hapisten henüz çıkan Paul Doyle'un da yardımlarıyla işe atılırlar. Ama ters giden tesadüfler sonucu, işler sarpa sarar."
Titanların Öfkesi,"Fantastik, Macera, Aksiyon","Canavar Kraken'e yenilişinden 10 yıl sonra Zeus'un yarı Tanrı oğlu Perseus, on yaşındaki oğlu Helius'a bakan bir balıkçı olarak biraz daha sessiz bir hayat sürmeye çalışmaktadır. Bu arada Tanrılar ve Titanlar arasında bir güç savaşı vardır. İnsanlığın fedakârlıklarının azalması sonucu tehlikeli biçimde güç kaybeden Tanrılar; hapsettikleri Titan'lar ve onların zalim lideri Zeus, Hades ve Poseidon'un babası Kronos'un kontrolünü de kaybetmektedirler. Uzun zaman önce üç kardeş babalarının tahtını devirmiş ve onu yeraltı dünyasının derinliklerindeki korkunç bir zindan olan Tartarus uçurumuna atmışlardı. Hades, Zeus'un tanrı oğlu Ares ile birlikte ihanet edip Zeus'u ele geçirmek için Kronos ile anlaşınca Perseus harekete geçmeye karar verir. Zeus'un hâkimiyeti zayıfladıkça dünya cehenneme dönmekte ve Titan'lar her geçen gün güç kazanmaktadır."
Gerçeğe Çağrı,"Aksiyon, Macera, Bilim-Kurgu","Bir adam hayalinde Mars gezegenine sanal yolculuklar yaparken umulmadık bir takım olaylar, onu gerçekte de söz konusu gezegene gitmek yönünde zorlayacaktır. Douglas Quaid her gece rüyasında bu gezegeni gören bir işçidir aslında. Bir şirketi, anı transferi ile yolculuk satar. O da Mars tatili ister ve bunu satın alır. Ancak anı transferi esnasında sıradışı bir durum olur. Quaid bir anda kendisini gizli bir ajan olarak bulur. Coogan adındaki Mars’ın acımasız lideri ile karşı karşıyadır. Gerçek ile hayal arasında bir yerde sıkışan Douglas, çıkış yolunu bulmak zorundadır."
Görünmeyen Misafir,"Dram, Gizem, Gerilim","Adrian Doria kariyerinde hızla yükselen bir iş adamıdır. Evli bir adam olan Adrian, fotoğrafçı olan sevgilisi Laura’yı öldürmekle suçlanmaktadır. Adrian, kendisine güvenilir bir savunma yaratmak için tanık hazırlama ve adli bildirimlerde uzman deneyimli bir avukat olan Virginia Goodman ile tanışır. Adrian, Virgina’ya yaşanan olayları en başından anlatmaya başlar. Fakat Virginia hikayede bazı tutarsızlıklar fark eder ve onu hikayesinin karanlık noktalarını açığa çıkarması için zorlar."
Robinson Ailesi,"Animasyon, Komedi, Aile","Lewis, aile bulma özlemi içinde olan yetim bir çocuktur. Wilbur Robinson'la karşılaştığında Lewis'nin yaşamı değişir. Robinson onu herşeyin mümkün olduğu geleceğin dünyasına götürür."
Yağmur Adam,Dram,"Bir ithal araba satıcısı olan Charlie, başkalarının düşüncelerine saygı duymayan bencil ve fırlama bir şehir çocuğudur. Babasının öldüğünü haber alan Charlie, cenazesine gittiğinde, babasının 49 model bir Buick Roadmaster hariç tüm mirasını bir vakfa bıraktığını öğrenir. Kendi hakkı olduğunu düşündüğü bu paradan bir pay alabilmek için bu vakfı ziyaret eden Charlie, buranın özürlülerle ilgilenen bir kurum olduğunu öğrenir."
Willy Wonka ve Çikolata Fabrikası,"Aile, Fantastik, Komedi","Roald Dahl'ın kendi kitabı Charlie'nin Çikolata Fabrikası'ndan senaryolaştırdığı film...  Charlie, zengin ailelerin şımarık çocukları ile birlikte Willy Wonka'nın çikolata fabrikasını gezmeye hak kazanır. Yolculuk esnasında sayıları gittikçe azalır. Bu bir geziden çok aslında bir sınavdır."
Geleceğe Dönüş III,"Macera, Komedi, Bilim-Kurgu","1955 yılında kısılıp kalan Marty'yi kurtarmak için Dr. Brown zamanda seyahat eder. Ancak kendisi 1885'e gelip DeLorean bozulduğu ve o zamanın teknolojisi yetmediği için burada takılan Doktor, Marty'ye bir mektup yazarak arabayı gömdüğü yeri söyler. 1955'teki Marty bu sayede arabayı bulur ve Doktoru kurtarmaya vahşi batıya gelir. Tabii burada işler umduğu gibi olmaz zira Dr. Brown hem iyi bir doktor olmuş hem de çok feci aşık olmuştır bunun dışında peşine de onu öldürmek isteyen bir kanun kaçağı çetesini takmıştır."
